,Seq,m_Seq,Per,u_Per,Type,__Bmag_,u__Bmag_,__Vmag_,u__Vmag_,__Imag_,u__Imag_,FileName,SimbadName,_RA,_DE,Bmag,Vmag,RAJ2000,DEJ2000,distance
103,b'109',b' ',0.5339205,b' ',b'RRab',15.945,b' ',15.695,b' ',15.211,b' ',b'v109',b'Cl* NGC 5272 SAW V109',205.5204208333333,28.37901944444444,15.945,15.695,205.5204208333333,28.37901944444444,1.6829603945481237
265,b' 29',b' ',0.4717879,b' ',b'RRab',15.874,b' ',15.769,b' ',15.265,b' ',b'v029',b'Cl* NGC 5272 SAW V 29',205.52852916666663,28.357630555555552,15.874,15.769,205.52852916666663,28.357630555555552,1.6772859355569831
28,b' 29',b' ',0.4717879,b' ',b'RRab',15.874,b' ',15.769,b' ',15.265,b' ',b'v029',b'Cl* NGC 5272 SAW V 29',205.52852916666663,28.357630555555552,15.874,15.769,205.52852916666663,28.357630555555552,1.6772859355569831
41,b' 42',b' ',0.5900938,b' ',b'RRab',15.724,b' ',15.497,b' ',15.079,b' ',b'v042',b'Cl* NGC 5272 SAW V 42',205.5237333333333,28.389588888888884,15.724,15.497,205.5237333333333,28.389588888888884,1.6549742929879874
278,b' 42',b' ',0.5900938,b' ',b'RRab',15.724,b' ',15.497,b' ',15.079,b' ',b'v042',b'Cl* NGC 5272 SAW V 42',205.5237333333333,28.389588888888884,15.724,15.497,205.5237333333333,28.389588888888884,1.6549742929879874
181,b'210',b' ',0.352947,b' ',b'RRc',15.82,b' ',15.672,b' ',15.223,b' ',b'v210',b'Cl* NGC 5272 SAW V210',205.5210833333333,28.375624999999996,15.82,15.672,205.5210833333333,28.375624999999996,1.6429527004772684
418,b'210',b' ',0.352947,b' ',b'RRc',15.82,b' ',15.672,b' ',15.223,b' ',b'v210',b'Cl* NGC 5272 SAW V210',205.5210833333333,28.375624999999996,15.82,15.672,205.5210833333333,28.375624999999996,1.6429527004772684
244,b'  8',b' ',0.636728,b' ',b'RRab',15.787,b' ',15.634,b' ',14.898,b' ',b'v008',b'Cl* NGC 5272 SAW V  8',205.52240416666663,28.37180833333333,15.787,15.634,205.52240416666663,28.37180833333333,1.5948286549053166
7,b'  8',b' ',0.636728,b' ',b'RRab',15.787,b' ',15.634,b' ',14.898,b' ',b'v008',b'Cl* NGC 5272 SAW V  8',205.52240416666663,28.37180833333333,15.787,15.634,205.52240416666663,28.37180833333333,1.5948286549053166
150,b'167',b' ',0.643971,b' ',b'RRab',16.064,b' ',15.677,b' ',15.131,b' ',b'v167',b'Cl* NGC 5272 SAW V167',205.52356666666665,28.368174999999997,16.064,15.677,205.52356666666665,28.368174999999997,1.5878314696475542
387,b'167',b' ',0.643971,b' ',b'RRab',16.064,b' ',15.677,b' ',15.131,b' ',b'v167',b'Cl* NGC 5272 SAW V167',205.52356666666665,28.368174999999997,16.064,15.677,205.52356666666665,28.368174999999997,1.5878314696475542
118,b'129',b' ',0.4060852,b' ',b'RRc(?)',15.76,b' ',15.492,b' ',15.07,b' ',b'v129',b'Cl* NGC 5272 SAW V129',205.53488749999997,28.39985555555555,15.76,15.492,205.53488749999997,28.39985555555555,1.5792787403159108
355,b'129',b' ',0.4060852,b' ',b'RRc(?)',15.76,b' ',15.492,b' ',15.07,b' ',b'v129',b'Cl* NGC 5272 SAW V129',205.53488749999997,28.39985555555555,15.76,15.492,205.53488749999997,28.39985555555555,1.5792787403159108
243,b'  7',b' ',0.4974248,b' ',b'RRab',15.889,b' ',15.638,b' ',15.23,b' ',b'v007',b'Cl* NGC 5272 SAW V  7',205.5471833333333,28.402874999999998,15.889,15.638,205.5471833333333,28.402874999999998,1.5376597334911697
6,b'  7',b' ',0.4974248,b' ',b'RRab',15.889,b' ',15.638,b' ',15.23,b' ',b'v007',b'Cl* NGC 5272 SAW V  7',205.5471833333333,28.402874999999998,15.889,15.638,205.5471833333333,28.402874999999998,1.5376597334911697
357,b'131',b' ',0.297689,b' ',b'RRc',15.878,b' ',15.679,b' ',15.349,b' ',b'v131',b'Cl* NGC 5272 SAW V131',205.52494999999996,28.38585555555555,15.878,15.679,205.52494999999996,28.38585555555555,1.4990934517627403
120,b'131',b' ',0.297689,b' ',b'RRc',15.878,b' ',15.679,b' ',15.349,b' ',b'v131',b'Cl* NGC 5272 SAW V131',205.52494999999996,28.38585555555555,15.878,15.679,205.52494999999996,28.38585555555555,1.4990934517627403
138,b'150',b' ',0.5239248,b' ',b'RRab',15.978,b' ',15.687,b' ',15.238,b' ',b'v150',b'Cl* NGC 5272 SAW V150',205.5702333333333,28.389161111111108,15.978,15.687,205.5702333333333,28.389161111111108,1.4906445821990488
375,b'150',b' ',0.5239248,b' ',b'RRab',15.978,b' ',15.687,b' ',15.238,b' ',b'v150',b'Cl* NGC 5272 SAW V150',205.5702333333333,28.389161111111108,15.978,15.687,205.5702333333333,28.389161111111108,1.4906445821990488
119,b'130',b' ',0.5660594,b' ',b'RRab',15.958,b' ',15.671,b' ',15.156,b' ',b'v130',b'Cl* NGC 5272 SAW V130',205.54939166666665,28.401666666666664,15.958,15.671,205.54939166666665,28.401666666666664,1.4645504279469017
356,b'130',b' ',0.5660594,b' ',b'RRab',15.958,b' ',15.671,b' ',15.156,b' ',b'v130',b'Cl* NGC 5272 SAW V130',205.54939166666665,28.401666666666664,15.958,15.671,205.54939166666665,28.401666666666664,1.4645504279469017
77,b' 78',b' ',0.61192,b' ',b'RRab',15.944,b' ',15.602,b' ',15.11,b' ',b'v078',b'Cl* NGC 5272 SAW V 78',205.56306249999997,28.39679722222222,15.944,15.602,205.56306249999997,28.39679722222222,1.4642446982229893
314,b' 78',b' ',0.61192,b' ',b'RRab',15.944,b' ',15.602,b' ',15.11,b' ',b'v078',b'Cl* NGC 5272 SAW V 78',205.56306249999997,28.39679722222222,15.944,15.602,205.56306249999997,28.39679722222222,1.4642446982229893
385,b'165',b' ',0.4836315,b' ',b'RRab',15.802,b' ',15.585,b' ',15.222,b' ',b'v165',b'Cl* NGC 5272 SAW V165',205.57134999999997,28.384099999999997,15.802,15.585,205.57134999999997,28.384099999999997,1.4356455224023388
148,b'165',b' ',0.4836315,b' ',b'RRab',15.802,b' ',15.585,b' ',15.222,b' ',b'v165',b'Cl* NGC 5272 SAW V165',205.57134999999997,28.384099999999997,15.802,15.585,205.57134999999997,28.384099999999997,1.4356455224023388
312,b' 76',b' ',0.5017627,b' ',b'RRab',15.967,b' ',15.72,b' ',15.294,b':',b'v076',b'Cl* NGC 5272 SAW V 76',205.54409166666665,28.35393333333333,15.967,15.72,205.54409166666665,28.35393333333333,1.4244493237743385
75,b' 76',b' ',0.5017627,b' ',b'RRab',15.967,b' ',15.72,b' ',15.294,b':',b'v076',b'Cl* NGC 5272 SAW V 76',205.54409166666665,28.35393333333333,15.967,15.72,205.54409166666665,28.35393333333333,1.4244493237743385
1,b'  3',b' ',0.5581979,b' ',b'RRab',15.857,b' ',15.612,b' ',15.155,b' ',b'v003',b'Cl* NGC 5272 SAW V  3',205.56604166666665,28.361552777777774,15.857,15.612,205.56604166666665,28.361552777777774,1.41721383135203
238,b'  3',b' ',0.5581979,b' ',b'RRab',15.857,b' ',15.612,b' ',15.155,b' ',b'v003',b'Cl* NGC 5272 SAW V  3',205.56604166666665,28.361552777777774,15.857,15.612,205.56604166666665,28.361552777777774,1.41721383135203
122,b'133',b' ',0.5507236,b' ',b'RRab',15.977,b' ',15.701,b' ',15.261,b' ',b'v133',b'Cl* NGC 5272 SAW V133',205.5299708333333,28.390411111111106,15.977,15.701,205.5299708333333,28.390411111111106,1.3586112663119034
359,b'133',b' ',0.5507236,b' ',b'RRab',15.977,b' ',15.701,b' ',15.261,b' ',b'v133',b'Cl* NGC 5272 SAW V133',205.5299708333333,28.390411111111106,15.977,15.701,205.5299708333333,28.390411111111106,1.3586112663119034
267,b' 31',b' ',0.5807219,b' ',b'RRab',15.829,b' ',15.556,b' ',15.14,b' ',b'v031',b'Cl* NGC 5272 SAW V 31',205.5585458333333,28.39650833333333,15.829,15.556,205.5585458333333,28.39650833333333,1.304165533395898
30,b' 31',b' ',0.5807219,b' ',b'RRab',15.829,b' ',15.556,b' ',15.14,b' ',b'v031',b'Cl* NGC 5272 SAW V 31',205.5585458333333,28.39650833333333,15.829,15.556,205.5585458333333,28.39650833333333,1.304165533395898
323,b' 88',b' ',0.2987499,b' ',b'RRc',15.868,b' ',15.687,b' ',15.179,b' ',b'v088',b'Cl* NGC 5272 SAW V 88',205.5371583333333,28.358905555555552,15.868,15.687,205.5371583333333,28.358905555555552,1.2927807652938446
86,b' 88',b' ',0.2987499,b' ',b'RRc',15.868,b' ',15.687,b' ',15.179,b' ',b'v088',b'Cl* NGC 5272 SAW V 88',205.5371583333333,28.358905555555552,15.868,15.687,205.5371583333333,28.358905555555552,1.2927807652938446
112,b'121',b' ',0.5352076,b' ',b'RRab',16.016,b' ',15.704,b' ',15.286,b' ',b'v121',b'Cl* NGC 5272 SAW V121',205.53492916666664,28.393827777777773,16.016,15.704,205.53492916666664,28.393827777777773,1.281000587931106
349,b'121',b' ',0.5352076,b' ',b'RRab',16.016,b' ',15.704,b' ',15.286,b' ',b'v121',b'Cl* NGC 5272 SAW V121',205.53492916666664,28.393827777777773,16.016,15.704,205.53492916666664,28.393827777777773,1.281000587931106
159,b'177',b' ',0.3483497,b' ',b'RRc',15.671,b' ',15.517,b' ',15.264,b' ',b'v177',b'Cl* NGC 5272 SAW V177',205.56861666666663,28.370474999999995,15.671,15.517,205.56861666666663,28.370474999999995,1.2789069145149448
396,b'177',b' ',0.3483497,b' ',b'RRc',15.671,b' ',15.517,b' ',15.264,b' ',b'v177',b'Cl* NGC 5272 SAW V177',205.56861666666663,28.370474999999995,15.671,15.517,205.56861666666663,28.370474999999995,1.2789069145149448
29,b' 30',b' ',0.5120888,b' ',b'RRab',15.895,b' ',15.676,b' ',15.248,b' ',b'v030',b'Cl* NGC 5272 SAW V 30',205.53713333333332,28.39453611111111,15.895,15.676,205.53713333333332,28.39453611111111,1.2371870272702803
266,b' 30',b' ',0.5120888,b' ',b'RRab',15.895,b' ',15.676,b' ',15.248,b' ',b'v030',b'Cl* NGC 5272 SAW V 30',205.53713333333332,28.39453611111111,15.895,15.676,205.53713333333332,28.39453611111111,1.2371870272702803
426,b'219',b' ',0.6136073,b' ',b'RRab',15.993,b' ',15.707,b' ',,b' ',b'v219',b'Cl* NGC 5272 SAW V219',205.52977916666663,28.382663888888885,15.993,15.707,205.52977916666663,28.382663888888885,1.1639847348440022
189,b'219',b' ',0.6136073,b' ',b'RRab',15.993,b' ',15.707,b' ',,b' ',b'v219',b'Cl* NGC 5272 SAW V219',205.52977916666663,28.382663888888885,15.993,15.707,205.52977916666663,28.382663888888885,1.1639847348440022
410,b'197',b' ',0.4998971,b' ',b'RRab',16.016,b' ',15.719,b' ',,b' ',b'v197',b'Cl* NGC 5272 SAW V197',205.56714166666663,28.381352777777774,16.016,15.719,205.56714166666663,28.381352777777774,1.1498457304230778
173,b'197',b' ',0.4998971,b' ',b'RRab',16.016,b' ',15.719,b' ',,b' ',b'v197',b'Cl* NGC 5272 SAW V197',205.56714166666663,28.381352777777774,16.016,15.719,205.56714166666663,28.381352777777774,1.1498457304230778
137,b'149',b' ',0.5481796,b' ',b'RRab',15.992,b' ',15.641,b' ',15.25,b' ',b'v149',b'Cl* NGC 5272 SAW V149',205.55904999999998,28.39307222222222,15.992,15.641,205.55904999999998,28.39307222222222,1.1424778351356009
374,b'149',b' ',0.5481796,b' ',b'RRab',15.992,b' ',15.641,b' ',15.25,b' ',b'v149',b'Cl* NGC 5272 SAW V149',205.55904999999998,28.39307222222222,15.992,15.641,205.55904999999998,28.39307222222222,1.1424778351356009
457,b'258',b' ',0.713396,b' ',b'RRab',15.984,b' ',15.587,b' ',15.068,b' ',b'v258',b'Cl* NGC 5272 SAW V258',205.55962499999998,28.39208333333333,15.984,15.587,205.55962499999998,28.39208333333333,1.1142392364290064
220,b'258',b' ',0.713396,b' ',b'RRab',15.984,b' ',15.587,b' ',15.068,b' ',b'v258',b'Cl* NGC 5272 SAW V258',205.55962499999998,28.39208333333333,15.984,15.587,205.55962499999998,28.39208333333333,1.1142392364290064
268,b' 32',b' ',0.4953506,b' ',b'RRab',15.924,b' ',15.675,b' ',15.244,b' ',b'v032',b'Cl* NGC 5272 SAW V 32',205.55237499999998,28.395141666666664,15.924,15.675,205.55237499999998,28.395141666666664,1.0978852335281477
31,b' 32',b' ',0.4953506,b' ',b'RRab',15.924,b' ',15.675,b' ',15.244,b' ',b'v032',b'Cl* NGC 5272 SAW V 32',205.55237499999998,28.395141666666664,15.924,15.675,205.55237499999998,28.395141666666664,1.0978852335281477
395,b'176',b' ',0.5396109,b' ',b'RRab',16.128,b' ',15.707,b' ',15.224,b' ',b'v176',b'Cl* NGC 5272 SAW V176',205.56272499999997,28.387699999999995,16.128,15.707,205.56272499999997,28.387699999999995,1.0621633942084787
158,b'176',b' ',0.5396109,b' ',b'RRab',16.128,b' ',15.707,b' ',15.224,b' ',b'v176',b'Cl* NGC 5272 SAW V176',205.56272499999997,28.387699999999995,16.128,15.707,205.56272499999997,28.387699999999995,1.0621633942084787
130,b'142',b' ',0.5686274,b' ',b'RRab',16.029,b' ',15.679,b' ',15.266,b' ',b'v142',b'Cl* NGC 5272 SAW V142',205.53924166666664,28.362241666666662,16.029,15.679,205.53924166666664,28.362241666666662,1.0568002204779905
367,b'142',b' ',0.5686274,b' ',b'RRab',16.029,b' ',15.679,b' ',15.266,b' ',b'v142',b'Cl* NGC 5272 SAW V142',205.53924166666664,28.362241666666662,16.029,15.679,205.53924166666664,28.362241666666662,1.0568002204779905
358,b'132',b' ',0.339856,b' ',b'RRc',15.895,b' ',15.622,b' ',15.249,b' ',b'v132',b'Cl* NGC 5272 SAW V132',205.53190416666664,28.372202777777773,15.895,15.622,205.53190416666664,28.372202777777773,1.0364353025066604
121,b'132',b' ',0.339856,b' ',b'RRc',15.895,b' ',15.622,b' ',15.249,b' ',b'v132',b'Cl* NGC 5272 SAW V132',205.53190416666664,28.372202777777773,15.895,15.622,205.53190416666664,28.372202777777773,1.0364353025066604
360,b'134',b' ',0.6180597,b' ',b'RRab',15.971,b' ',15.663,b' ',15.139,b' ',b'v134',b'Cl* NGC 5272 SAW V134',205.54158749999996,28.393136111111108,15.971,15.663,205.54158749999996,28.393136111111108,1.0360035438868582
123,b'134',b' ',0.6180597,b' ',b'RRab',15.971,b' ',15.663,b' ',15.139,b' ',b'v134',b'Cl* NGC 5272 SAW V134',205.54158749999996,28.393136111111108,15.971,15.663,205.54158749999996,28.393136111111108,1.0360035438868582
363,b'137',b' ',0.5751482,b' ',b'RRab',15.95,b' ',15.619,b' ',15.196,b' ',b'v137',b'Cl* NGC 5272 SAW V137',205.56507499999998,28.373155555555552,15.95,15.619,205.56507499999998,28.373155555555552,1.0296751463972913
126,b'137',b' ',0.5751482,b' ',b'RRab',15.95,b' ',15.619,b' ',15.196,b' ',b'v137',b'Cl* NGC 5272 SAW V137',205.56507499999998,28.373155555555552,15.95,15.619,205.56507499999998,28.373155555555552,1.0296751463972913
182,b'211',b' ',0.558205,b' ',b'RRab',15.948,b' ',15.76,b' ',15.227,b' ',b'v211',b'Cl* NGC 5272 SAW V211',205.53154999999998,28.380316666666662,15.948,15.76,205.53154999999998,28.380316666666662,1.0282633446751523
419,b'211',b' ',0.558205,b' ',b'RRab',15.948,b' ',15.76,b' ',15.227,b' ',b'v211',b'Cl* NGC 5272 SAW V211',205.53154999999998,28.380316666666662,15.948,15.76,205.53154999999998,28.380316666666662,1.0282633446751523
401,b'186',b' ',0.663423,b' ',b'RRab',15.931,b' ',15.613,b' ',15.095,b' ',b'v186',b'Cl* NGC 5272 SAW V186',205.55285833333332,28.361222222222217,15.931,15.613,205.55285833333332,28.361222222222217,0.99948225285781
164,b'186',b' ',0.663423,b' ',b'RRab',15.931,b' ',15.613,b' ',15.095,b' ',b'v186',b'Cl* NGC 5272 SAW V186',205.55285833333332,28.361222222222217,15.931,15.613,205.55285833333332,28.361222222222217,0.99948225285781
394,b'175',b' ',0.569697,b' ',b'RRab',16.026,b' ',15.665,b' ',15.169,b' ',b'v175',b'Cl* NGC 5272 SAW V175',205.56176666666664,28.385952777777774,16.026,15.665,205.56176666666664,28.385952777777774,0.955318749829058
157,b'175',b' ',0.569697,b' ',b'RRab',16.026,b' ',15.665,b' ',15.169,b' ',b'v175',b'Cl* NGC 5272 SAW V175',205.56176666666664,28.385952777777774,16.026,15.665,205.56176666666664,28.385952777777774,0.955318749829058
135,b'147',b' ',0.3464809,b' ',b'RRc',15.943,b' ',15.722,b' ',15.3,b' ',b'v147',b'Cl* NGC 5272 SAW V147',205.54162499999998,28.39147222222222,15.943,15.722,205.54162499999998,28.39147222222222,0.9441606080421889
372,b'147',b' ',0.3464809,b' ',b'RRc',15.943,b' ',15.722,b' ',15.3,b' ',b'v147',b'Cl* NGC 5272 SAW V147',205.54162499999998,28.39147222222222,15.943,15.722,205.54162499999998,28.39147222222222,0.9441606080421889
384,b'161',b' ',0.526495,b' ',b'RRab',15.966,b' ',15.693,b' ',15.221,b' ',b'v161',b'Cl* NGC 5272 SAW V161',205.55399583333332,28.362655555555552,15.966,15.693,205.55399583333332,28.362655555555552,0.9389974651779771
147,b'161',b' ',0.526495,b' ',b'RRab',15.966,b' ',15.693,b' ',15.221,b' ',b'v161',b'Cl* NGC 5272 SAW V161',205.55399583333332,28.362655555555552,15.966,15.693,205.55399583333332,28.362655555555552,0.9389974651779771
416,b'208',b' ',0.3383847,b' ',b'RRc',15.853,b' ',15.698,b' ',15.323,b' ',b'v208',b'Cl* NGC 5272 SAW V208',205.5491958333333,28.36243055555555,15.853,15.698,205.5491958333333,28.36243055555555,0.8920146801545753
179,b'208',b' ',0.3383847,b' ',b'RRc',15.853,b' ',15.698,b' ',15.323,b' ',b'v208',b'Cl* NGC 5272 SAW V208',205.5491958333333,28.36243055555555,15.853,15.698,205.5491958333333,28.36243055555555,0.8920146801545753
124,b'135',b' ',0.568392,b' ',b'RRab',15.965,b' ',15.706,b' ',15.228,b' ',b'v135',b'Cl* NGC 5272 SAW V135',205.53994999999998,28.389136111111107,15.965,15.706,205.53994999999998,28.389136111111107,0.8742551232024661
361,b'135',b' ',0.568392,b' ',b'RRab',15.965,b' ',15.706,b' ',15.228,b' ',b'v135',b'Cl* NGC 5272 SAW V135',205.53994999999998,28.389136111111107,15.965,15.706,205.53994999999998,28.389136111111107,0.8742551232024661
435,b'235',b' ',0.759846,b' ',b'RRab',15.86,b' ',15.526,b' ',14.961,b' ',b'v235',b'Cl* NGC 5272 SAW V235',205.55734166666664,28.38871944444444,15.86,15.526,205.55734166666664,28.38871944444444,0.8707177597299882
198,b'235',b' ',0.759846,b' ',b'RRab',15.86,b' ',15.526,b' ',14.961,b' ',b'v235',b'Cl* NGC 5272 SAW V235',205.55734166666664,28.38871944444444,15.86,15.526,205.55734166666664,28.38871944444444,0.8707177597299882
445,b'247',b' ',0.6053555,b' ',b'RRab',16.05,b' ',15.67,b' ',15.174,b' ',b'v247',b'Cl* NGC 5272 SAW V247',205.56143749999998,28.370977777777775,16.05,15.67,205.56143749999998,28.370977777777775,0.8679071299833668
208,b'247',b' ',0.6053555,b' ',b'RRab',16.05,b' ',15.67,b' ',15.174,b' ',b'v247',b'Cl* NGC 5272 SAW V247',205.56143749999998,28.370977777777775,16.05,15.67,205.56143749999998,28.370977777777775,0.8679071299833668
388,b'168',b' ',0.2759408,b' ',b'RRc',15.772,b' ',15.617,b' ',15.274,b' ',b'v168',b'Cl* NGC 5272 SAW V168',205.53432499999997,28.38050555555555,15.772,15.617,205.53432499999997,28.38050555555555,0.8673681266421316
151,b'168',b' ',0.2759408,b' ',b'RRc',15.772,b' ',15.617,b' ',15.274,b' ',b'v168',b'Cl* NGC 5272 SAW V168',205.53432499999997,28.38050555555555,15.772,15.617,205.53432499999997,28.38050555555555,0.8673681266421316
128,b'139',b' ',0.56,b' ',b'RRab',15.841,b' ',15.587,b' ',15.16,b' ',b'v139',b'Cl* NGC 5272 SAW V139',205.55932916666663,28.386188888888885,15.841,15.587,205.55932916666663,28.386188888888885,0.8453805610143958
365,b'139',b' ',0.56,b' ',b'RRab',15.841,b' ',15.587,b' ',15.16,b' ',b'v139',b'Cl* NGC 5272 SAW V139',205.55932916666663,28.386188888888885,15.841,15.587,205.55932916666663,28.386188888888885,0.8453805610143958
458,b'259',b' ',0.3335311,b' ',b'RRc',15.968,b' ',15.72,b' ',15.309,b' ',b'v259',b'Cl* NGC 5272 SAW V259',205.5613833333333,28.381772222222217,15.968,15.72,205.5613833333333,28.381772222222217,0.8234631283641127
221,b'259',b' ',0.3335311,b' ',b'RRc',15.968,b' ',15.72,b' ',15.309,b' ',b'v259',b'Cl* NGC 5272 SAW V259',205.5613833333333,28.381772222222217,15.968,15.72,205.5613833333333,28.381772222222217,0.8234631283641127
389,b'170',b' ',0.4323323,b' ',b'RRc(?)',15.59,b' ',15.406,b' ',15.039,b' ',b'v170',b'Cl* NGC 5272 SAW V170',205.5396708333333,28.387561111111108,15.59,15.406,205.5396708333333,28.387561111111108,0.8099797361331277
152,b'170',b' ',0.4323323,b' ',b'RRc(?)',15.59,b' ',15.406,b' ',15.039,b' ',b'v170',b'Cl* NGC 5272 SAW V170',205.5396708333333,28.387561111111108,15.59,15.406,205.5396708333333,28.387561111111108,0.8099797361331277
415,b'207',b' ',0.345307,b' ',b'RRc',15.819,b' ',15.617,b' ',15.315,b' ',b'v207',b'Cl* NGC 5272 SAW V207',205.5596708333333,28.370044444444442,15.819,15.617,205.5596708333333,28.370044444444442,0.8027029834312196
178,b'207',b' ',0.345307,b' ',b'RRc',15.819,b' ',15.617,b' ',15.315,b' ',b'v207',b'Cl* NGC 5272 SAW V207',205.5596708333333,28.370044444444442,15.819,15.617,205.5596708333333,28.370044444444442,0.8027029834312196
125,b'136',b' ',0.617179,b' ',b'RRab',15.957,b' ',15.616,b' ',15.161,b' ',b'v136',b'Cl* NGC 5272 SAW V136',205.54034166666665,28.38780833333333,15.957,15.616,205.54034166666665,28.38780833333333,0.7962247333516542
362,b'136',b' ',0.617179,b' ',b'RRab',15.957,b' ',15.616,b' ',15.161,b' ',b'v136',b'Cl* NGC 5272 SAW V136',205.54034166666665,28.38780833333333,15.957,15.616,205.54034166666665,28.38780833333333,0.7962247333516542
155,b'173',b' ',0.6070027,b' ',b'RRab',15.901,b' ',15.622,b' ',15.123,b' ',b'v173',b'Cl* NGC 5272 SAW V173',205.54459583333332,28.389386111111108,15.901,15.622,205.54459583333332,28.389386111111108,0.7618446580141645
392,b'173',b' ',0.6070027,b' ',b'RRab',15.901,b' ',15.622,b' ',15.123,b' ',b'v173',b'Cl* NGC 5272 SAW V173',205.54459583333332,28.389386111111108,15.901,15.622,205.54459583333332,28.389386111111108,0.7618446580141645
381,b'157',b' ',0.542851,b' ',b'RRab',15.985,b' ',15.728,b' ',15.288,b' ',b'v157',b'Cl* NGC 5272 SAW V157',205.54286249999998,28.388463888888886,15.985,15.728,205.54286249999998,28.388463888888886,0.7493705645039764
144,b'157',b' ',0.542851,b' ',b'RRab',15.985,b' ',15.728,b' ',15.288,b' ',b'v157',b'Cl* NGC 5272 SAW V157',205.54286249999998,28.388463888888886,15.985,15.728,205.54286249999998,28.388463888888886,0.7493705645039764
380,b'156',b' ',0.531986,b' ',b'RRab',15.919,b' ',15.681,b' ',15.282,b' ',b'v156',b'Cl* NGC 5272 SAW V156',205.54209583333332,28.36699444444444,15.919,15.681,205.54209583333332,28.36699444444444,0.7241765251733174
143,b'156',b' ',0.531986,b' ',b'RRab',15.919,b' ',15.681,b' ',15.282,b' ',b'v156',b'Cl* NGC 5272 SAW V156',205.54209583333332,28.36699444444444,15.919,15.681,205.54209583333332,28.36699444444444,0.7241765251733174
368,b'143',b' ',0.596535,b' ',b'RRab',15.662,b' ',15.396,b' ',14.993,b' ',b'v143',b'Cl* NGC 5272 SAW V143',205.53793749999997,28.383063888888884,15.662,15.396,205.53793749999997,28.383063888888884,0.7182154014965083
131,b'143',b' ',0.596535,b' ',b'RRab',15.662,b' ',15.396,b' ',14.993,b' ',b'v143',b'Cl* NGC 5272 SAW V143',205.53793749999997,28.383063888888884,15.662,15.396,205.53793749999997,28.383063888888884,0.7182154014965083
373,b'148',b' ',0.4672693,b' ',b'RRab',16.026,b' ',15.752,b' ',15.343,b' ',b'v148',b'Cl* NGC 5272 SAW V148',205.54629583333332,28.388994444444442,16.026,15.752,205.54629583333332,28.388994444444442,0.7144627349353334
136,b'148',b' ',0.4672693,b' ',b'RRab',16.026,b' ',15.752,b' ',15.343,b' ',b'v148',b'Cl* NGC 5272 SAW V148',205.54629583333332,28.388994444444442,16.026,15.752,205.54629583333332,28.388994444444442,0.7144627349353334
